fid,neighbours
2938643,"2938642,2938644,2940024,2940025"
2938644,"2938643,2938645,2940025,2940026"
2938645,"2938644,2938646,2940026,2940027"
2938646,"2938645,2938647,2940027,2940028"
2938647,"2938646,2938648,2940028,2940029"
2938648,"2938647,2938649,2940029,2940030"
2938649,"2938648,2938650,2940030,2940031"
2938650,"2938649,2938651,2940031,2940032"
2938651,"2938650,2938652,2940032,2940033"
2938652,"2938651,2938653,2940033,2940034"
2938653,"2938652,2938654,2940034,2940035"
2938654,"2938653,2938655,2940035,2940036"
2938655,"2938654,2938656,2940036,2940037"
2938656,"2938655,2938657,2940037,2940038"
2938657,"2938656,2938658,2940038,2940039"
2938658,"2938657,2938659,2940039,2940040"
2938659,"2938658,2938660,2940040,2940041"
2938660,"2938659,2938661,2940041,2940042"
2938661,"2938660,2938662,2940042,2940043"
2938662,"2938661,2938663,2940043,2940044"
2938663,"2938662,2938664,2940044,2940045"
2938664,"2938663,2938665,2940045,2940046"
2938665,"2938664,2938666,2940046,2940047"
2938666,"2938665,2938667,2940047,2940048"
2938667,"2938666,2938668,2940048,2940049"
2938668,"2938667,2938669,2940049,2940050"
2938669,"2938668,2938670,2940050,2940051"
2938670,"2938669,2938671,2940051,2940052"
2938671,"2938670,2938672,2940052,2940053"
2938672,"2938671,2938673,2940053,2940054"
2938673,"2938672,2938674,2940054,2940055"
2938674,"2938673,2938675,2940055,2940056"
2938675,"2938674,2938676,2940056,2940057"
2938676,"2938675,2938677,2940057,2940058"
2938677,"2938676,2938678,2940058,2940059"
2938678,"2938677,2938679,2940059,2940060"
2938679,"2938678,2938680,2940060,2940061"
2938680,"2938679,2938681,2940061,2940062"
2938681,"2938680,2938682,2940062,2940063"
2938682,"2938681,2938683,2940063,2940064"
2938683,"2938682,2938684,2940064,2940065"
2938684,"2938683,2940065,2940066"
2939918,"2938537,2939919"
2939919,"2938537,2938538,2939918,2939920"
2939920,"2938538,2938539,2939919,2939921"
2939921,"2938539,2938540,2939920,2939922"
2939922,"2938540,2938541,2939921,2939923"
2939923,"2938541,2938542,2939922,2939924"
2939924,"2938542,2938543,2939923,2939925"
2939925,"2938543,2938544,2939924,2939926"
2939926,"2938544,2938545,2939925,2939927"
2939927,"2938545,2938546,2939926,2939928"
2939928,"2938546,2938547,2939927,2939929"
2939929,"2938547,2938548,2939928,2939930"
2939930,"2938548,2938549,2939929,2939931"
2939931,"2938549,2938550,2939930,2939932"
2939932,"2938550,2938551,2939931,2939933"
2939933,"2938551,2938552,2939932,2939934"
2939934,"2938552,2938553,2939933,2939935"
2939935,"2938553,2938554,2939934,2939936"
2939936,"2938554,2938555,2939935,2939937"
2939937,"2938555,2938556,2939936,2939938"
2939938,"2938556,2938557,2939937,2939939"
2939939,"2938557,2938558,2939938,2939940"
2939940,"2938558,2938559,2939939,2939941"
2939941,"2938559,2938560,2939940,2939942"
2939942,"2938560,2938561,2939941,2939943"
2939943,"2938561,2938562,2939942,2939944"
2939944,"2938562,2938563,2939943,2939945"
2939945,"2938563,2938564,2939944,2939946"
2939946,"2938564,2938565,2939945,2939947"
2939947,"2938565,2938566,2939946,2939948"
2939948,"2938566,2938567,2939947,2939949"
2939949,"2938567,2938568,2939948,2939950"
2939950,"2938568,2938569,2939949,2939951"
2939951,"2938569,2938570,2939950,2939952"
2939952,"2938570,2938571,2939951,2939953"
2939953,"2938571,2939952,2939954"
2939954,"2939953,2939955"
2939955,"2938574,2939954,2939956"
2939956,"2938574,2938575,2939955,2939957"
2939957,"2938575,2938576,2939956,2939958"
2939958,"2938576,2938577,2939957,2939959"
2939959,"2938577,2938578,2939958,2939960"
2939960,"2938578,2938579,2939959,2939961"
2939961,"2938579,2938580,2939960,2939962"
2939962,"2938580,2938581,2939961,2939963"
2939963,"2938581,2938582,2939962,2939964"
2939964,"2938582,2938583,2939963,2939965"
2939965,"2938583,2938584,2939964,2939966"
2939966,"2938584,2938585,2939965,2939967"
2939967,"2938585,2938586,2939966,2939968"
2939968,"2938586,2938587,2939967,2939969"
2939969,"2938587,2938588,2939968,2939970"
2939970,"2938588,2938589,2939969,2939971"
2939971,"2938589,2938590,2939970,2939972"
2939972,"2938590,2938591,2939971,2939973"
2939973,"2938591,2938592,2939972,2939974"
2939974,"2938592,2938593,2939973,2939975"
2939975,"2938593,2938594,2939974,2939976"
2939976,"2938594,2938595,2939975,2939977"
2939977,"2938595,2938596,2939976,2939978"
2939978,"2938596,2938597,2939977,2939979"
2939979,"2938597,2938598,2939978,2939980"
2939980,"2938598,2938599,2939979,2939981"
2939981,"2938599,2938600,2939980,2939982"
2939982,"2938600,2938601,2939981,2939983"
2939983,"2938601,2938602,2939982,2939984"
2939984,"2938602,2938603,2939983,2939985"
2939985,"2938603,2938604,2939984,2939986"
2939986,"2938604,2938605,2939985,2939987"
2939987,"2938605,2938606,2939986,2939988"
2939988,"2938606,2938607,2939987,2939989"
2939989,"2938607,2938608,2939988,2939990"
2939990,"2938608,2938609,2939989,2939991"
2939991,"2938609,2938610,2939990,2939992"
2939992,"2938610,2938611,2939991,2939993"
2939993,"2938611,2938612,2939992,2939994"
2939994,"2938612,2938613,2939993,2939995"
2939995,"2938613,2938614,2939994,2939996"
2939996,"2938614,2938615,2939995,2939997"
2939997,"2938615,2938616,2939996,2939998"
2939998,"2938616,2938617,2939997,2939999"
2939999,"2938617,2938618,2939998,2940000"
2940000,"2938618,2938619,2939999,2940001"
2940001,"2938619,2938620,2940000,2940002"
2940002,"2938620,2938621,2940001,2940003"
2940003,"2938621,2938622,2940002,2940004"
2940004,"2938622,2938623,2940003,2940005"
2940005,"2938623,2938624,2940004,2940006"
2940006,"2938624,2938625,2940005,2940007"
2940007,"2938625,2938626,2940006,2940008"
2940008,"2938626,2938627,2940007,2940009"
2940009,"2938627,2938628,2940008,2940010"
2940010,"2938628,2938629,2940009,2940011"
2940011,"2938629,2938630,2940010,2940012"
2940012,"2938630,2938631,2940011,2940013"
2940013,"2938631,2938632,2940012,2940014"
2940014,"2938632,2938633,2940013,2940015"
2940015,"2938633,2938634,2940014,2940016"
2940016,"2938634,2938635,2940015,2940017"
2940017,"2938635,2938636,2940016,2940018"
2940018,"2938636,2938637,2940017,2940019"
2940019,"2938637,2938638,2940018,2940020"
2940020,"2938638,2938639,2940019"
2940022,"2938641,2940023"
2940023,"2938641,2938642,2940022,2940024"
2940024,"2938642,2938643,2940023,2940025"
2940025,"2938643,2938644,2940024,2940026"
2940026,"2938644,2938645,2940025,2940027"
2940027,"2938645,2938646,2940026,2940028"
2940028,"2938646,2938647,2940027,2940029"
2940029,"2938647,2938648,2940028,2940030"
2940030,"2938648,2938649,2940029,2940031"
2940031,"2938649,2938650,2940030,2940032"
2940032,"2938650,2938651,2940031,2940033"
2940033,"2938651,2938652,2940032,2940034"
2940034,"2938652,2938653,2940033,2940035"
2940035,"2938653,2938654,2940034,2940036"
2940036,"2938654,2938655,2940035,2940037"
2940037,"2938655,2938656,2940036,2940038"
2940038,"2938656,2938657,2940037,2940039"
2940039,"2938657,2938658,2940038,2940040"
2940040,"2938658,2938659,2940039,2940041"
2940041,"2938659,2938660,2940040,2940042"
2940042,"2938660,2938661,2940041,2940043"
2940043,"2938661,2938662,2940042,2940044"
2940044,"2938662,2938663,2940043,2940045"
2940045,"2938663,2938664,2940044,2940046"
2940046,"2938664,2938665,2940045,2940047"
2940047,"2938665,2938666,2940046,2940048"
2940048,"2938666,2938667,2940047,2940049"
2940049,"2938667,2938668,2940048,2940050"
2940050,"2938668,2938669,2940049,2940051"
2940051,"2938669,2938670,2940050,2940052"
2940052,"2938670,2938671,2940051,2940053"
2940053,"2938671,2938672,2940052,2940054"
2940054,"2938672,2938673,2940053,2940055"
2940055,"2938673,2938674,2940054,2940056"
2940056,"2938674,2938675,2940055,2940057"
2940057,"2938675,2938676,2940056,2940058"
2940058,"2938676,2938677,2940057,2940059"
2940059,"2938677,2938678,2940058,2940060"
2940060,"2938678,2938679,2940059,2940061"
2940061,"2938679,2938680,2940060,2940062"
2940062,"2938680,2938681,2940061,2940063"
2940063,"2938681,2938682,2940062,2940064"
2940064,"2938682,2938683,2940063,2940065"
2940065,"2938683,2938684,2940064,2940066"
2940066,"2938684,2940065,2940067"
2940067,"2940066,2941449"
2941290,"2941291,2942671,2942672"
2941291,"2941290,2942672,2942673"
2941292,"2942673,2942674"
2941293,"2942674,2942675"
2941294,"2941295,2942675,2942676"
2941295,"2941294,2942676,2942677"
2941298,"2941299,2942679,2942680"
2941299,"2941298,2941300,2942680,2942681"
2941300,"2941299,2941301,2942681,2942682"
2941301,"2941300,2941302,2942682,2942683"
2941302,"2941301,2941303,2942683,2942684"
2941303,"2941302,2941304,2942684,2942685"
2941304,"2941303,2941305,2942685,2942686"
2941305,"2941304,2941306,2942686,2942687"
2941306,"2941305,2941307,2942687,2942688"
2941307,"2941306,2941308,2942688,2942689"
2941308,"2941307,2941309,2942689,2942690"
2941309,"2941308,2941310,2942690,2942691"
2941310,"2941309,2941311,2942691,2942692"
2941311,"2941310,2941312,2942692,2942693"
2941312,"2941311,2941313,2942693,2942694"
2941313,"2941312,2941314,2942694,2942695"
2941314,"2941313,2941315,2942695,2942696"
2941315,"2941314,2941316,2942696,2942697"
2941316,"2941315,2941317,2942697,2942698"
2941317,"2941316,2941318,2942698,2942699"
2941318,"2941317,2941319,2942699,2942700"
2941319,"2941318,2941320,2942700,2942701"
2941320,"2941319,2941321,2942701,2942702"
2941321,"2941320,2941322,2942702,2942703"
2941322,"2941321,2941323,2942703,2942704"
2941323,"2941322,2941324,2942704,2942705"
2941324,"2941323,2941325,2942705,2942706"
2941325,"2941324,2941326,2942706,2942707"
2941326,"2941325,2941327,2942707,2942708"
2941327,"2941326,2941328,2942708,2942709"
2941328,"2941327,2941329"
2941329,"2941328"
2941331,"2941332,2942712,2942713"
2941332,"2941331,2941333,2942713,2942714"
2941333,"2941332,2941334,2942714,2942715"
2941334,"2941333,2941335,2942715,2942716"
2941335,"2941334,2941336,2942716,2942717"
2941336,"2941335,2941337,2942717,2942718"
2941337,"2941336,2941338,2942718,2942719"
2941338,"2941337,2941339,2942719,2942720"
2941339,"2941338,2941340,2942720,2942721"
2941340,"2941339,2941341,2942721,2942722"
2941341,"2941340,2941342,2942722,2942723"
2941342,"2941341,2941343,2942723,2942724"
2941343,"2941342,2941344,2942724,2942725"
2941344,"2941343,2941345,2942725,2942726"
2941345,"2941344,2941346,2942726,2942727"
2941346,"2941345,2941347,2942727,2942728"
2941347,"2941346,2941348,2942728,2942729"
2941348,"2941347,2941349,2942729,2942730"
2941349,"2941348,2941350,2942730,2942731"
2941350,"2941349,2941351,2942731,2942732"
2941351,"2941350,2941352,2942732,2942733"
2941352,"2941351,2941353,2942733,2942734"
2941353,"2941352,2941354,2942734,2942735"
2941354,"2941353,2941355,2942735,2942736"
2941355,"2941354,2941356,2942736,2942737"
2941356,"2941355,2941357,2942737,2942738"
2941357,"2941356,2941358,2942738,2942739"
2941358,"2941357,2941359,2942739,2942740"
2941359,"2941358,2941360,2942740,2942741"
2941360,"2941359,2941361,2942741,2942742"
2941361,"2941360,2941362,2942742,2942743"
2941362,"2941361,2941363,2942743,2942744"
2941363,"2941362,2941364,2942744,2942745"
2941364,"2941363,2941365,2942745,2942746"
2941365,"2941364,2941366,2942746,2942747"
2941366,"2941365,2941367,2942747,2942748"
2941367,"2941366,2941368,2942748,2942749"
2941368,"2941367,2941369,2942749,2942750"
2941369,"2941368,2941370,2942750,2942751"
2941370,"2941369,2941371,2942751,2942752"
2941371,"2941370,2941372,2942752,2942753"
2941372,"2941371,2941373,2942753,2942754"
2941373,"2941372,2941374,2942754,2942755"
2941374,"2941373,2941375,2942755,2942756"
2941375,"2941374,2941376,2942756,2942757"
2941376,"2941375,2941377,2942757,2942758"
2941377,"2941376,2941378,2942758,2942759"
2941378,"2941377,2941379,2942759,2942760"
2941379,"2941378,2941380,2942760,2942761"
2941380,"2941379,2941381,2942761,2942762"
2941381,"2941380,2941382,2942762,2942763"
2941382,"2941381,2941383,2942763,2942764"
2941383,"2941382,2941384,2942764,2942765"
2941384,"2941383,2941385,2942765,2942766"
2941385,"2941384,2941386,2942766,2942767"
2941386,"2941385,2941387,2942767,2942768"
2941387,"2941386,2941388,2942768,2942769"
2941388,"2941387,2941389,2942769,2942770"
2941389,"2941388,2941390,2942770,2942771"
2941390,"2941389,2941391,2942771,2942772"
2941391,"2941390,2941392,2942772,2942773"
2941392,"2941391,2941393,2942773,2942774"
2941393,"2941392,2941394,2942774,2942775"
2941394,"2941393,2941395,2942775,2942776"
2941395,"2941394,2941396,2942776"
2941396,"2941395"
2941399,"2941400"
2941400,"2941399"
2941405,"2941406"
2941406,"2941405,2941407,2942788"
2941407,"2941406,2941408,2942788,2942789"
2941408,"2941407,2941409,2942789,2942790"
2941409,"2941408,2941410,2942790,2942791"
2941410,"2941409,2941411,2942791,2942792"
2941411,"2941410,2941412,2942792,2942793"
2941412,"2941411,2941413,2942793,2942794"
2941413,"2941412,2941414,2942794,2942795"
2941414,"2941413,2941415,2942795,2942796"
2941415,"2941414,2941416,2942796,2942797"
2941416,"2941415,2941417,2942797,2942798"
2941417,"2941416,2941418,2942798,2942799"
2941418,"2941417,2941419,2942799,2942800"
2941419,"2941418,2941420,2942800,2942801"
2941420,"2941419,2941421,2942801,2942802"
2941421,"2941420,2941422,2942802,2942803"
2941422,"2941421,2941423,2942803,2942804"
2941423,"2941422,2941424,2942804,2942805"
2941424,"2941423,2941425,2942805,2942806"
2941425,"2941424,2941426,2942806,2942807"
2941426,"2941425,2941427,2942807,2942808"
2941427,"2941426,2941428,2942808,2942809"
2941428,"2941427,2941429,2942809,2942810"
2941429,"2941428,2941430,2942810,2942811"
2941430,"2941429,2941431,2942811,2942812"
2941431,"2941430,2941432,2942812,2942813"
2941432,"2941431,2941433,2942813,2942814"
2941433,"2941432,2941434,2942814,2942815"
2941434,"2941433,2941435,2942815,2942816"
2941435,"2941434,2941436,2942816,2942817"
2941436,"2941435,2941437,2942817,2942818"
2941437,"2941436,2941438,2942818,2942819"
2941438,"2941437,2941439,2942819,2942820"
2941439,"2941438,2941440,2942820,2942821"
2941440,"2941439,2941441,2942821,2942822"
2941441,"2941440,2941442,2942822,2942823"
2941442,"2941441,2941443,2942823,2942824"
2941443,"2941442,2941444,2942824,2942825"
2941444,"2941443,2941445,2942825,2942826"
2941445,"2941444,2941446,2942826,2942827"
2941446,"2941445,2941447,2942827,2942828"
2941447,"2941446,2941448,2942828,2942829"
2941448,"2941447,2941449,2942829,2942830"
2941449,"2940067,2941448,2942830"
2942671,"2941290,2942672"
2942672,"2941290,2941291,2942671,2942673"
2942673,"2941291,2941292,2942672,2942674"
2942674,"2941292,2941293,2942673,2942675"
2942675,"2941293,2941294,2942674,2942676"
2942676,"2941294,2941295,2942675,2942677"
2942677,"2941295,2942676"
2942679,"2941298,2942680"
2942680,"2941298,2941299,2942679,2942681"
2942681,"2941299,2941300,2942680,2942682"
2942682,"2941300,2941301,2942681,2942683"
2942683,"2941301,2941302,2942682,2942684"
2942684,"2941302,2941303,2942683,2942685"
2942685,"2941303,2941304,2942684,2942686"
2942686,"2941304,2941305,2942685,2942687"
2942687,"2941305,2941306,2942686,2942688"
2942688,"2941306,2941307,2942687,2942689"
2942689,"2941307,2941308,2942688,2942690"
2942690,"2941308,2941309,2942689,2942691"
2942691,"2941309,2941310,2942690,2942692"
2942692,"2941310,2941311,2942691,2942693"
2942693,"2941311,2941312,2942692,2942694"
2942694,"2941312,2941313,2942693,2942695"
2942695,"2941313,2941314,2942694,2942696"
2942696,"2941314,2941315,2942695,2942697"
2942697,"2941315,2941316,2942696,2942698"
2942698,"2941316,2941317,2942697,2942699"
2942699,"2941317,2941318,2942698,2942700"
2942700,"2941318,2941319,2942699,2942701"
2942701,"2941319,2941320,2942700,2942702"
2942702,"2941320,2941321,2942701,2942703,2944085"
2942703,"2941321,2941322,2942702,2942704"
2942704,"2941322,2941323,2942703,2942705"
2942705,"2941323,2941324,2942704,2942706"
2942706,"2941324,2941325,2942705,2942707"
2942707,"2941325,2941326,2942706,2942708"
2942708,"2941326,2941327,2942707,2942709"
2942709,"2941327,2942708"
2942712,"2941331,2942713"
2942713,"2941331,2941332,2942712,2942714"
2942714,"2941332,2941333,2942713,2942715"
2942715,"2941333,2941334,2942714,2942716"
2942716,"2941334,2941335,2942715,2942717"
2942717,"2941335,2941336,2942716,2942718"
2942718,"2941336,2941337,2942717,2942719"
2942719,"2941337,2941338,2942718,2942720"
2942720,"2941338,2941339,2942719,2942721"
2942721,"2941339,2941340,2942720,2942722"
2942722,"2941340,2941341,2942721,2942723"
2942723,"2941341,2941342,2942722,2942724"
2942724,"2941342,2941343,2942723,2942725"
2942725,"2941343,2941344,2942724,2942726"
2942726,"2941344,2941345,2942725,2942727"
2942727,"2941345,2941346,2942726,2942728"
2942728,"2941346,2941347,2942727,2942729"
2942729,"2941347,2941348,2942728,2942730"
2942730,"2941348,2941349,2942729,2942731"
2942731,"2941349,2941350,2942730,2942732"
2942732,"2941350,2941351,2942731,2942733"
2942733,"2941351,2941352,2942732,2942734"
2942734,"2941352,2941353,2942733,2942735"
2942735,"2941353,2941354,2942734,2942736"
2942736,"2941354,2941355,2942735,2942737"
2942737,"2941355,2941356,2942736,2942738"
2942738,"2941356,2941357,2942737,2942739"
2942739,"2941357,2941358,2942738,2942740"
2942740,"2941358,2941359,2942739,2942741"
2942741,"2941359,2941360,2942740,2942742"
2942742,"2941360,2941361,2942741,2942743"
2942743,"2941361,2941362,2942742,2942744"
2942744,"2941362,2941363,2942743,2942745"
2942745,"2941363,2941364,2942744,2942746"
2942746,"2941364,2941365,2942745,2942747"
2942747,"2941365,2941366,2942746,2942748"
2942748,"2941366,2941367,2942747,2942749"
2942749,"2941367,2941368,2942748,2942750"
2942750,"2941368,2941369,2942749,2942751"
2942751,"2941369,2941370,2942750,2942752"
2942752,"2941370,2941371,2942751,2942753"
2942753,"2941371,2941372,2942752,2942754"
2942754,"2941372,2941373,2942753,2942755"
2942755,"2941373,2941374,2942754,2942756"
2942756,"2941374,2941375,2942755,2942757"
2942757,"2941375,2941376,2942756,2942758"
2942758,"2941376,2941377,2942757,2942759"
2942759,"2941377,2941378,2942758,2942760"
2942760,"2941378,2941379,2942759,2942761"
2942761,"2941379,2941380,2942760,2942762"
2942762,"2941380,2941381,2942761,2942763"
2942763,"2941381,2941382,2942762,2942764"
2942764,"2941382,2941383,2942763,2942765"
2942765,"2941383,2941384,2942764,2942766"
2942766,"2941384,2941385,2942765,2942767"
2942767,"2941385,2941386,2942766,2942768"
2942768,"2941386,2941387,2942767,2942769"
2942769,"2941387,2941388,2942768,2942770"
2942770,"2941388,2941389,2942769,2942771"
2942771,"2941389,2941390,2942770,2942772"
2942772,"2941390,2941391,2942771,2942773"
2942773,"2941391,2941392,2942772,2942774"
2942774,"2941392,2941393,2942773,2942775"
2942775,"2941393,2941394,2942774,2942776"
2942776,"2941394,2941395,2942775"
2942788,"2941406,2941407"
2942789,"2941407,2941408,2942790"
2942790,"2941408,2941409,2942789,2942791"
